Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Favolosa KIA VENGA,https://forum.quattroruote.it/threads/favolosa-kia-venga.53439/page-10,2011-10-04 00:00:00,matto80,"casper1975 ha scritto: Ciao Capo Venga :lol: come sempre chiaro e preciso! Io preferisco i cerchi da 17 soprattutto per una questione di estetica: danno un aspetto sportivo alla Kia Venga. ... E sull'estetica infatti sono d'accordo con voi. Ma quando vai a cambiare le gomme e ti chiedono 500 euro invece di 300 circa....... S ma lo stesso problema si pone se tu possedessi una Sportage o un Chevy Cruze che quanto a dimensioni di gomme non scherzano mica! Cmq. io spero di cambiarle il più tardi possibil speriamo intorno ai 50.000 km. Secondo te Matto80 le nostre gomme arrivano a quel chilometraggio? Saluti "" casper1975 ha scritto: Ciao Capo Venga :lol: come sempre chiaro e preciso! Io preferisco i cerchi da 17 soprattutto per una questione di estetica: danno un aspetto sportivo alla Kia Venga. ... E sull'estetica infatti sono d'accordo con voi. Ma quando vai a cambiare le gomme e ti chiedono 500 euro invece di 300 circa.... 'Ciao Capo Venga :lol: come sempre chiaro e preciso! Io preferisco i cerchi da 17 soprattutto per una questione di estetica: danno un aspetto sportivo alla Kia Venga. '","Si ok ma io non volevo rinunciare a tutti gli optional della TX solo perchè aveva le gomme da 17 e al suo posto prendere la EX. E' allora voi direte ma allora che vuoi ? ? ? Secondo la mia opinione penso che sia più ovvio mettere di serie le 16 con cerchi in lega anche per la TX e quindi per le motorizzazioni di punta per i vari motivi che ho già elencato e volendo poter montare in fase di ordine i 17 senza alcun sovraprezzo ! Ripeto che non essendo un'auto con elevate prestazioni non trovo necessaria la scelta dei 17 ! Mi ricordo che nella prova della nuova chevrolet aveo la spompata 1.2 montava di serie i 17 nella versione top provata ma non capisco a quali pro visto che ha uno 0-100 di 14 secondi ! ! ! Io almeno la penso così. Se poi ti compri una sportage non poi montare ruotine da 15 pollici poichè sarebbero sproporzionate e non omologate perciò se si compra una vettura del genere va messo in considerazione anche il fatto ""gomme large"" :lol: Riguardo al cambio gomme bhè dipende anche molto da come si usano ! Se ad ogni semaforo stiri la prima oppure inchiodi ad ogni incrocio è ovvi che dureranno di meno ! Ma se si ha uno stile di guida regolare e contando anche il tipo di gomma ( continental ) non penso facciano più di 40.000 km. Io con le precedenti michelin r17 arrivai a 50.000 km ma ormai erano cotte poichè dopo i 40.000 non si consumavano più ma si induriva solo la mescola. Comunque per vedere quando cambiare una gomma oltre ad altri ti consiglio due diversi metodi: o arrivi alle stanghette sulle gomme che ti ""avvertono"" che sono arrivate e oltre non le puoi consumare oppure semplice ma efficace metti una moneta da 1 euro sulla scanalatura centrale del pneumatico: se la gomma sta alla pari o al di sotto della parte oro allora pensionale ! Controlla anche che non ci siano bolle o crepe anomale e inoltre è da ricordare che dopo i 3.5 mm di battistrada le prestazioni della gomma tendono a diminuire di molto così non ti sbaglierai ! Ovvio che è necessario trovare una via di mezzo nè cambiare le gomme ogni 60.000 km come fanno purtroppo molti ( troppi ) spesso perchè se ne dimenticano che le gomme NON sono eterne e si consumano e invecchiano e andare in giro con delle gomme slik simili a quella della F1 :shock: :-o poiché è pericolo per chi guida poichè la macchina sopratutto sul bagnato sembra una saponetta sia per gli altri automobilisti nè cambiarle ogni 20.000 km come fanno altri 1 perchè comunque è una bella spesa 2 perchè capisci che è perfettamente inutile buttare e sprecare una gomma che potrebbe ancora andare per parecchi km sempre che non sia danneggiata con bozzi ecc... ! Per qualsiasi cosa sono qui ! ",,,,,,,,,,,,,,
La Fiat Coupè 20V Turbo di Gimmo,https://www.autopareri.com/forums/topic/46724-la-fiat-coup%C3%A8-20v-turbo-di-gimmo?&page=156#comments,2013-09-04 07:26:02,TurboGimmo,,Le tasse le pago eh. Il bollo invece e' una tassa assurda per come e' calcolata. Idem il passaggio di proprieta'. Una Panda nuova che costa come 5 coupe di bollo paga un quinto cosi' come paga la meta' di trapasso. Chi e' piu' 'ricco' e quindi puo' meglio aiutare la societa' ? Il mio amico che ha preso 15mila euro di Panda o io che ho preso uno scassone di 14anni fa ? E non vale dire che io faccio i 7kml io quel costo posso azzerarlo quando voglio basta non usarla.. Scusate lo sfogo ieri in un ufficio pubblico per firmare DUE carte ho dato da lavorare a 4 persone diverse e ci ho impiegato 45minuti facendo su e giu' 3 rampe di scale ( no ascendore vorrei sapere come fa chi e' in carrozzella ) . E io pago per questi servizi da terzo mondo perche' tra l'altro avevo preso appuntamento alle 15 con mister X ma alle 15.30 non era ancora rientrato dal pranzo e mi ha ricevuto mister Y ,,,,,,,,,,,,,,
Toyota yaris 1.5 111 cavalli dove sono?,https://forum.quattroruote.it/threads/toyota-yaris-1-5-111-cavalli-dove-sono.113911/,2017-12-21 00:00:00,stefanovettor,,"Beh c'è plastica e plastica... A mio modesto parere prima di dire ""mai più..."" bisognerebbe far passare un pò di tempo e di chilometri per esprimere un giudizio ponderato... ",,,,,,,,,,,,,,
981 scarico sportivo PSE,http://www.porschemania.it/discus/messages/502415/625333.html?1381167615,2012-09-22 18:02:00,tizi_71,,Aspetta aspetta... Mi stai dicendo che quello tequipment della 987 non ha una gran resa in pi\xf9 giusto ? ,,,,,,,,,,,,,,
T-ROC: che motorizzazione scelgo??,https://forum.quattroruote.it/threads/t-roc-che-motorizzazione-scelgo.120545/,2019-01-28 00:00:00,Utente_2865173291,,Mmm... dici ke sui tragitti di montagna tornanti e leggere salite dovrei avere anke pio o meno gli stessi consumi ? ? ,,,,,,,,,,,,,,
Consumi Fabia 1.0 MPI 75cv,https://forum.quattroruote.it/threads/consumi-fabia-1-0-mpi-75cv.114383/,2018-01-22 00:00:00,bobocapotazza@gmail.com,,Motore nuovo e freddo invernale non possono che influenzare negativamente i consumi. Aspetta almeno di passare i primi 3000 km e di valutare i consumi nell'arco di un intero anno: primavera e autunno saranno più clementi col clima e i consumi scenderanno. Ciao Mauro ,,,,,,,,,,,,,,
Fiat Tipo 2016,https://www.autopareri.com/forums/topic/58449-fiat-tipo-2016?&page=142#comments,2015-10-23 07:56:33,insubria,,se i prezzi che hanno mostrato ai concessionari vengono confermati costerà davvero poco per essere un auto di 4 54m ,,,,,,,,,,,,,,
Is 300h: presa,https://forum.quattroruote.it/threads/is-300h-presa.82195/page-5,2013-11-04 00:00:00,margh.69,,Vorrei farvi vedere questi 2 video: http://www.youtube.com/watch ? v=CWimbhZTMEM http://www.youtube.com/watch ? v=1cYY6DRCflU Nei due video i 0-100Km e 120Km hanno tempi diversi. Nel 2 sono nettamente migliori e sembra che le prime 2/3 cambiate siano molto ravvicinate e non come sul primo il motore viene fatto distendere prima di salire al rapporto superiore. Sul 1 video è una F il selettore sta su Sport + mentre sul 2 sta in D. E' possibile cambiare marcia anche in D ? Inoltre sempre sul 2 il cdb segna 6 5 x 100Km. Se così fosse per avere consumi migliori forse bisogna evitare di far salire troppo il motore ? ,,,,,,,,,,,,,,
Volvo S90 2016,https://www.autopareri.com/forums/topic/59940-volvo-s90-2016?&page=3#comments,2015-12-02 14:49:27,Starving,,"Però mi sorge una domanda. Dite tutti che preferireste altro ( e abbastanza oggettivamente oltre l'appeal del marchio per gli appassionati sarebbe abbastanza logico spostarsi verso altre proposte nel segmento ) . Però quando mai negli ultimi 20 anni una Volvo di questa classe si è avvicinata più a ""preferirei altro"" che a ""perché ci provano ancora ? "". E' un gran passo in avanti. ",,,,,,,,,,,,,,
BMW Passion @ ADAC-VLN Nurburgring,https://www.bmwpassion.com/forum/threads/bmw-passion-adac-vln-nurburgring.91487/,2008-01-03 00:00:00,nanoferoce,,"Come già accennato nella discussione sul Nurburgring nella sezione Trackdays ho modo di organizzare una ""squadra"" per partecipare a queste gare che si svolgono sul mitico Nordschleife in modo da aiutare a chi non ha mai partecipato a gare vere su pista ma anche a chi ha già esperienza e ha voglia di rinfilarsi il casco di correre senza dovere stare a sbattersi a cercare team albergo noleggio auto aereo e chi piu ne ha piu ne metta.Riassumendo:Team/vetture:Sono in contatto con un team locale che AL MOMENTO mi da disponibilità per 3 BMW M3 E36 ( eh... siamo su BMW passion mica posso farvi correre con na golf ) Le gare VLN o ADAC in base all'organizzazione sono gare di durata dalle 4 alle 6 ore.La M3 E36 è il giusto compromesso fra prestazioni affidabilità e durata del pieno di benzina potrei infatti dire ""Ok siccome è una gara di durata andiamo con un diesel"" ma a quel punto basterebbe una sola sosta o addirittura nessuna e farebbe lievitare i conti visto che basterebbe un pilota che dovrebbe pagarsi tutto da solo o penalizzerebbe drasticamente le prestazioni in caso si decidesse di fermarsi comunque per il cambio pilota.L'auto è grossomodo una Gruppo N quindi non si discosta molto dai 286 / 323 cavalli originali ha freni delle dimensioni di serie ma con componenti di alta qualità roll bar a gabbia sedile fisso in monoscocca di vetroresina cinture a 4 punti assetto KW studiato per il 'ring ( il nostro uomo sul posto è collaudatore KW... poverino... ) io l'ho già provata e con gomme stradalissime e pure abbastanza finite si gira sull' 8.15 da ponte a ponte con un'assetto ""a prova di imbecille"" perchè rendendola un pò piu agile ( e pericolosetta vista la pista ) si potrebbe scendere molto.Incominciamo coi punti salienti:Licenza necessaria:Tradotto: Serve la Nazionale C con una approvazione dell'ACI locale o di chi vi pare all'interno di CSAI per correre all'estero se avete l'internazionale C ancora meglio non è difficile da ottenere.Nella sede ACI/CSAI piu vicina a voi sapranno comunque darvi informazioni piu dettagliate per qualsiasi problema mandatemi un PMAbbigliamento:Ho un negozio che si occupa proprio di caschi / tute / guant i/ scarpe / abbigliamento ignifugo / collari hans / sedili e materiale tecnico dedicato al motorsport in genere non ho ancora raggiunto una convenzione con BMW Passion e attendo di essere contattato in merito comunque se dovete correre con me faccio in modo da farvi spendere il meno possibile in base alla qualità del materiale che deciderete di acquistare.Per maggiori info: www.racemodena.com Servizi:Il mio programma è quello di noleggiare un minivan 9 posti o uno zafira / multipla 7 posti in base a quanti saremo in modo da includere nella quota che andrò a chiedervi:-Trasferta dal casello autostradale a voi piu comodo ( da Modena in su concorderemo per gli altri ) -Bed & Breakfast tipico crucco quindi copertone caldissime e colazioni pantagrueliche-Iscrizione alla gara-Prove libere-Qualifiche ( cercheremo di farle fare al piu veloce del gruppo ovviamente ) -Noleggio vettura-Gomme Benza-Assistenza tecnica sul posto ( meccanici ) -Catering ( mangiare in autodromo ) Rimangono fuori:-Trasferta per gli accompagnatori-Mangiare e bere fuori pranzo/colazione sigarette preservativi night club donnine... si insomma avete capito dai.-Cena-Incidenti-Errori di guida che portino danni in genere.Praticamente se fate un quarta terza in piena accelerazione invece che un quarta quinta e se andate a piantarvi in un rail o peggio a trovare gli scoiattoli nella foresta senza passare dall'uscita tocca i pagare i danni in alternativa si può fare un'assicurazione di gara posso provare ad informarmi il nostro team manager m'ha detto che visto il valore effettivo delle macchine non conviene per niente.Si portebbe andare a spendere 2000 euro per assicurare una macchina con franchigia 5000 euro e valore totale 15000 capirete anche voi che effettivamente a meno di cappottarsi piu volte non conviene.Vi ricordo inoltre che le E36 si trovano dal rottamaio che mio padre ha un'autoricambi e io un negozio di accessori sportivi quindi se vi girate date un bacino a un rail che servono paraurti faro e fianchetto sporcate gli interni per l'emozione o vi tocca tirare l'estintore perchè vedete furmo e quindi c'è da cambiare sedile e cintura... a meno di danni strutturali a telaio motore trasmissione in qualche modo ci mettiamo d'accordo senza svenarci eccessivamente.Le date:Ho già un paio di adesioni per il 3 e 4 aprile.Per il prezzo visto che stiamo cercando sponsors e piu sponsors troviamo piu il prezzo scende vi tengo aggiornati in PM se vi dichiarate interessati.Ovviamente gradiremmo anche il supporto dello staff BMW passion e se qualcuno ha uno sponsor per le mani ma non ha velleità sportive... che ci giri il contatto che come ricompensa lo invitiamo e lo portiamo a ubriacarsi a suono di Weissbier e Rumpsteak la domenica sera. ",,,,,,,,,,,,,,
Test Smart Fortwo Pulse Turbo Benzina,https://www.bmwpassion.com/forum/threads/test-smart-fortwo-pulse-turbo-benzina.54712/page-2,2007-11-12 00:00:00,tretrecinque,,"MALEDETTO ! ! ! ! ! ! ! cmq trp lontana Roma poi devo preservare l auto nella speranza di venderla purtroppo.e poi saro' a piedi per un po' ! cmq potrei fare come con quello delle mie parti che noleggia per il wend una volta al mese la gallardo e la noleggia lui stesso a sua volta a chi vuol fare il giro a 80 euro un quarto d ora. mi ha chiesto se ero interessato io gli ho detto ""cerrrto subito sappi pero' che vado diretto in parcheggio del centro commerciale e mi metto a fare tondi finche' non sento esplodere le gomme o finche' non brucio la frizione.ok ? ? ? "" non me l ha lasciata ",,,,,,,,,,,,,,
Tagliando 60Mm...,https://forum.quattroruote.it/threads/tagliando-60mm.98455/,2015-09-01 00:00:00,Suby01,"""Riaqssunto puntate precedenti: Legacy V serie (2013) SW 2.0D S-Dynami sinora tagliandi light o semiligh sempre con motul ecoclean 5W30 come riportato da brochure Subaru-Motu nonostante mie insistenze per lo 0W30. Sostituiti in garanzia: Sensore pioggia Centralina Comandi al volante Dall'ultimo tagliando sono ulteriorment sia pur lievement diminuiti i consum motore molto fuido pure sottocoppia ma decisamente elastico da 1500/1800 rpm in su... Risposta del meccanico subarista dell'officina multimarche... La macchina sembra nuova come meccanic nel giro di prova ha notato pure lui anche il cambio diventato molto più maneggevole... mi dice che va meglio della su anche scaricando i parametri dal cdb... inoltre ha pensato che avessi cambiato le pastiglie anterior dato che sono come nuove... devo dire che mi ha fatto piacere ricevere un attestato di stima da uno piuttosto competente e pignolo... Insomma tagliandone con tutti i liquidi ed i filtr ma con sconto da cliente assiduo... 360? tutto compres purtroppo anche col 5W30 visto che lo 0W30 non ce lo hanno proprio e me lo dovrei portare da cas ma non in garanzia... appena scade glielo metto... il prossimo tagliando ci sarà anche olio cambi differenzial giunto etcetcet ma meno liquidi e meno filtri... provata la macchin prima per 40 km in tangenziale a 100-12 poi in autostrada stando di base a 140... qualche allungo a 200 indicat saliva ancora ma ho trovato traffico ad intermittenza... Media consumo tra i due ultimi tagliandi di 20km/ questo pieno durerà decisamente men dato che sto facendo un po' di prove a velocità maggiori o prossimamente per spostare un carico... interessante comunque la chiacchierata (siamo poi deragliati verso la comune passione delle moto sempre giappo ma non boxer) ma istruttivo... specie sulla omologazione di cerchi di dimensioni inferiori ai 225/45R1 mi ha proposto dei cerchi in lega 7j17 per montare dei 215 a soli 230 eur originali subar come nuovi... devo solo trovare un gommaio che mi faccia la dichiarazione con cui omologare cerchi e gomme... Ho chiesto pure per le luci diurne. Lui dice che non ne ha trovate neppure per la sua che non fossero delle mezze porcheri sopratutto come resta estetic ma io sono stufo di tenere accesi gli xenon un sacco di ore inutilment specie visto che ho l'interrutore crepuscolare...""",Olio differenziali e cambio doveva essere ai 60k come mai te l'hanno posticipato ? ,,,,,,,,,,,,,,
Quali vetture oggi rappresentano Porsche?,http://www.porschemania.it/discus/messages/22971/530528.html?1289257073,2010-11-07 21:40:00,alessmacc,,"Condivido maggiormente il pensiero di Pit66 che non quello di Paolo nel senso che tutte le auto prodotte dalla Porsche ne racchiudono la filosofia di base consistente nello spirito sportivo nella qualit\xe0 costruttiva e nell'utilizzabilit\xe0 quotidiana ognuna con le proprie peculiarit\xe0 tecniche e caratteristiche di progetto...capisco comunque anche il pensiero di Paolo ma quoto Pit66 nel dire che se una persona per esigenze di spazio ( famiglia e tempo libero ) non pu\xf2 fare a meno di un'auto versatile con 4 porte e cinque posti e quindi si rivolge ai prodotti Cayenne o Panamera prima o poi sentir\xe0 un'irresistibile attrazione verso le auto sportive del marchio spinte dai famigerati flat six e affiancher\xe0 alle prime o una 911 o una Boxster o tutte e due ( io ho cominciato con Cayenne quando \xe8 venuto il momento di sacrificare la sportivit\xe0 allo spazio ma poi ho proseguito con Boxster e prima o poi arriver\xf2 anche alla 911 preferibilmente turbo... ) . Ma proprio questa \xe8 stata l'idea di fondo che ha spinto la Porsche all'inzio del nuovo millennio ad ampliare la sua gamma offrendo prodotti orientati anche alla potenziale clientela che ha esigenze legate alla famiglia non tradendo per\xf2 la filosofia di fondo del marchio ( tranne che forse con l'introduzione dei motori diesel...ma anche le esigenze finanziare e di rispetto ambientale hanno la loro importanza ) ...il tutto con l'intento di fidelizzare la clientela al marchio e non costringerla a migrare verso altri costruttori premium nel momento in cui fossero mutate le esigenze di famiglia...un cliente fedele prima o poi torna ad acquistare anche il prodotto ""core"" del marchio...un cliente che invece ha dovuto ripiegare su altri marchi per avere la berlina la sw o la Suv non \xe8 detto che poi si rivolga di nuovo alla Porsche quando torna ad avere voglia dell'auto sportiva... L'unica cosa che non mi torna in tutto questo discorso \xe8 invece il comportamento per nulla ""fidelizzante"" tenuto da alcune Conce ( con atteggiamenti di chiusura verso legittime aspettative della clientela in tema di valutazione dell'usato o di trattamenti preferenziali in casi di guasti notoriamente dovuti a problemi progettuali come i motori 3.4 della 996 o quelli delle Boxster 986 o i tubi del liquido di raffreddamento nelle Cay V8 tanto per citare qualche esempio ) . Saluti",,,,,,,,,,,,,,
Ancora pochi giorni,https://forum.quattroruote.it/threads/ancora-pochi-giorni.92640/,2014-12-04 00:00:00,melego73,,e diro' addio a Mazda6 che mi ha fatto tanto inc...are ma che alla fine non mi ha mai mollato per strada. La qualita' complessiva non e' che sia stata eccellente costi di manutenzione spropositati fanno si che il marchio rimarra' di nicchia. Far pagare il resto del listino sui ricambi ormai e' una mossa che non paga piu' a mio avviso. ,,,,,,,,,,,,,,
Ford Ka+ 2016,https://www.autopareri.com/forums/topic/61405-ford-ka-2016?&page=9#comments,2016-06-15 12:47:08,el Nino,,Alzavetri singoli bocchette dell'aria centrali mancanti vetri a compasso nella 5 porte. I primi sono stati sostituiti con alzavetri tradizionali ( forse solo sulla Skoda son rimasti quelli precedenti ) i vetri discendenti sono sulla versione...brasileira ! el Nino ,,,,,,,,,,,,,,
Piani di sviluppo Alfa Romeo,https://forum.quattroruote.it/threads/piani-di-sviluppo-alfa-romeo.109304/page-4,2017-03-17 00:00:00,danilorse,"'In.che allestimento sono queste giulia "" francesi""? La 136 cv è imho molto azzeccata per noi'",Sono in allestimento base. Quindi la 150cv costa 2500€ ( di cui 500€ dovuti all'IVA piu' bassa ) in meno che in Itali mentre la 136cv addirittura 4500€ ! ! ! ,,,,,,,,,,,,,,
Audi A5 stupenda!,https://www.bmwpassion.com/forum/threads/audi-a5-stupenda.50843/page-2,2004-08-23 00:00:00,mamo,,un vero capolavoro.............. ,,,,,,,,,,,,,,
Alfa Romeo Giulietta (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=1005#comments,2010-07-21 21:10:56,Nerif,,"Persone che lo pensano dopo aver effettivamente provato l'auto. Mi spiace se qualcuno s'è sentito offeso: probabilmente il mio post era facile da fraintendere. Tra l'altro parlavo di commenti generali in Internet e non di quelli su questo sito. Voglio dire se pensate che i commenti di Autoblog o dei pluribannati e di conseguenza plurifake non siano in gran parte di troll siete un filino ingenui eh^^. A parte che non ti ho dato del troll vedi sopra nè ho bollato come cazzata il tuo commento. Le mie domande restano in ogni caso. Hai parlato di ""Chiunque"" io resto curioso di chi siano questi ""Chiunque"" e di come la abbiano provata. Vedi tu che fare se preferisci limitarti a leggere o spiegare il tuo post. ",,,,,,,,,,,,,,
Ho gestito una rigenerazione (2.2 SkyD) - se può servire.,https://forum.quattroruote.it/threads/ho-gestito-una-rigenerazione-2-2-skyd-se-pu%C3%B2-servire.105981/,2016-09-08 00:00:00,elancia75,"""Hai riferimenti a documentazione tecnica affidabile per cui il trafilaggio avverrebbe solo allo spegnimento e/o all'interruzione (anticipata o meno) della rigenerazione (invece che in maniera uniforme durante ogni rigenerazione) ? O per cui il trafilaggio sarebbe verso il filtro (invece che verso il basamento) ?""",Avevo letto verso il filtro... mi sembra su mazda-club dove scrivi pure te. Non ho tempo di fare una ricerca... se hai dati tecnici o specifiche di sistema tu te ne sarei grato. ,,,,,,,,,,,,,,
Impressioni IX35,https://forum.quattroruote.it/threads/impressioni-ix35.26548/page-2,2010-11-18 00:00:00,robycrys79,"""O :!: ggi ho risolto il problema:ho prenotato la nuova meriva opel 130 cv 1700 td.Se analizzate le dimension dotazion ecc.(a parte l'estetica che rimane una cosa puramente soggettiva)vi accorgerete che tante cose sono in comune.In più potete scegliere gli optional che veramente vi interessano e pagarli di conseguenz altrimenti se non li volete non si pagano.Quindi si può fare una auto più su misur sia per costo che per utilità.Con Hyundai mi è'' scesa la catena'' e non mi sporcherò per niente le dita per rimetterla al suo posto.E' ora che i clienti alzino la testa ed abbiano il coraggio di evitare chi è sordo alle critich anche costruttiv e che considerano gli stessi solo dei serbatoi dove succhiare.Nel 2000 acquistai una Volkswagen Polo 4 Variant per mia mogli forte del fatto che me la illustravano euro ma in realtà scoprii che non era omologata se non euro 2.Mi sono sentito preso per i fondelli.Dopo 7 Volkswage quella è stata l'ultima.Anche i miei figli non ne acquisteranno più.Questi sono piccoli messaggi che dovrebbero far riflettere chi di dover sempre che abbiano la voglia di ascoltarci.Best regards""",Questo tipo di messaggi vanno mandati alla casa madre non solo ai forum qualche hanno fa io come altri abbiamo avuto problemi con il concessionario Ford della mia città sai cosa è successo che di li a poco il concessionario non ha avuto + la licenza da Ford e ha chiuso. ,,,,,,,,,,,,,,
CRUZE 2.0 TD 163CV  AUTOMATICA   CONSEGNE ?,https://forum.quattroruote.it/threads/cruze-2-0-td-163cv-automatica-consegne.49626/,2011-05-03 00:00:00,robinota,"Nel forum dei "" cruzisti"" (http://cruzeitalia.forumattivo.com/forum) ho appena visto che la prima Cruze Lt 163 cv automatica è arrivata proprio ogg ordinata il 5 febbraio.... Ripet dipende da quando sono stati inoltrati gli ordin noi ne abbiamo già consegnate un paio (la prima un mese fa se le auto sono state ordinate per temp diciamo entro febbraio dovrebbero arrivare in tempi decenti (entro giugno altriment visto che la produzione di Cruze è già stata tutta allocat a meno di eventi improbabili (tipo dirottare in Italia stock destinati ad altre nazioni) l'arrivo delle auto è previsto per dopo l'estat le auto che arriveranno prima sono quelle già ordinate e messe in produzione. 'Nel forum dei "" cruzisti"" (http://cruzeitalia.forumattivo.com/forum) ho appena visto che la prima Cruze Lt 163 cv automatica è arrivata proprio ogg ordinata il 5 febbraio.'",In effetti il concessionario mi disse che ne aveva tre gia' in ordine che le consegne erano previste dopo un mese ora ne sono passati due abbondanti ma di concreto non sanno ancora dirmi nulla non so piu' cosa pensare anche perche' in altri forum ho letto che ad alcuni clienti e' stata proposta la cruze diesel senza cambio automatico con un forte sconto per ovviare ai ritardi ma io non intendo rinunciare al cambio aut. ho già' cambiato quattro auto con cambio automatico e non voglio tornare indietro. Inoltre il venditore e' stato un furbo ed un pirla io a fidarmi perche' sul contratto ha scritto :- consegna prima possibile e non a 30giorni quindi io difficilmente potro' recedere dal contratto ed in piu' gli ho dato un cospicuo acconto pensando che la consegna fosse imminente : Vi terro' informati ma se qualcuno ha notizie prima sono molto gradite. Ciao PS devo anche ammettere per correttezza che il concessionario mi ha dato in uso gratuito una loro auto sostitutiva ( una utilitaria ) perche' nel frattempo ho venduto la mia auto e questo va a loro favore per la loro immagine . 03/05/2011 ,,,,,,,,,,,,,,
Online il sito dell'ecobonus per auto elettriche,https://www.forumelettrico.it/forum/online-il-sito-dell-ecobonus-t4943-250.html?sid=053f872f8b7b19de0856815c966834f2&sid=053f872f8b7b19de0856815c966834f2,2019-04-14 12:15:00,Anlagi,,Auto ritirata ieri ! Che viaggio e che auto ! Domani mi mandano la fattura e vi aggiorno,,,,,,,,,,,,,,
Abarth Punto (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/37255-abarth-punto-topic-ufficiale-2010?&page=25#comments,2010-11-15 18:15:45,ISO-8707,,"Stessa frase che mi ha detto la venditrice ""alfa"" MMV quello ""abarth"" idem ... ",,,,,,,,,,,,,,
Aston Martin Vantage GT12 2015,https://www.autopareri.com/forums/topic/57615-aston-martin-vantage-gt12-2015?&page=2#comments,2015-08-14 20:08:51,TonyH,,Sarà da guidare nudi come la N24 ? ,,,,,,,,,,,,,,
Duster benzina o diesel?,https://forum.quattroruote.it/threads/duster-benzina-o-diesel.65041/page-2,2012-12-07 00:00:00,Mauro 65,Il mio parere quel vecchio 1600 renault è robusto e si presta bene ad essere gasato ma beve come una spugna sia a benzina che gas per quei Km io starei sul 1500 DCI da 110 CV ma 400.000 Km te li sogni buon motore ma troppo tirato non dura così a lungo per un Diesel di lunga durata bisogna andare ancora sul 2000 CC con max 120 Cv... 2000 diesel con 120 hp non li fa più nessuno. Forse solo il gruppo Vag depotenzia i 140 hp a 110/120 ma non so con quale vantaggio ... 'Il mio parere quel vecchio 1600 renault è robusto e si presta bene ad essere gasato ma beve come una spugna sia a benzina che gas per quei Km io starei sul 1500 DCI da 110 CV ma 400.000 Km te li sogni buon motore ma troppo tirato non dura così a lungo per un Diesel di lunga durata bisogna andare ancora sul 2000 CC con max 120 Cv',leggi bene i listini ... ,,,,,,,,,,,,,,
Lamborghini Gallardo LP570-4 Spyder Performante Edizione Tecnica 2010 (Topic Ufficiale),https://www.autopareri.com/forums/topic/40720-lamborghini-gallardo-lp570-4-spyder-performante-edizione-tecnica-2010-topic-ufficiale?&page=2#comments,2012-09-26 19:37:57,el Nino,,Peggio di Mini e Ypsilon ! E aggiungo pure Veyron... el Nino ,,,,,,,,,,,,,,
fiat tempra 1.4 75cv a 8000rpm(on-board camera roger e twin),https://www.bmwpassion.com/forum/threads/fiat-tempra-1-4-75cv-a-8000rpm-on-board-camera-roger-e-twin.31729/,2004-11-22 00:00:00,Roger84,'si mi è venuto in mente il 6cilindri bmw 3.0i ',http://www.megaupload.com/ ? d=KCIDC41Uieri sera ne abbiamo fatta un altra delle nostre....un brivido che in questo forum hanno potuto provare solo gli ///Misti noi lo abbiamo raggiunto cn la tempra 1.4 di roger...8000rpm ! ! ! ! guardare x credere..buona visione...se qualcuno c obietterà ke dovremmo andare a figa invece d fare queste stro.nzate....quoto in pieno.. ,,,,,,,,,,,,,,
Alfa Romeo nuove prospettive si annunciano,https://www.autopareri.com/forums/topic/11440-alfa-romeo-nuove-prospettive-si-annunciano?&page=9#comments,2005-02-17 09:42:36,Omphalos,,Secondo me 8C e Coupé non si fanno assolutamente concorrenza da quanto è emerso in questi mesi parlando delle due automobili l'Alfa sarà fatta a tiratura limitata avrà dimensioni più compatte ( 4.4 metri ? ) uno stile sportivo senza fronzoli e prestazioni di riferimento. La Maserati sarà più grande ( 4.7 metri ) slanciata ben rifinita e lussuosa pur presentando ottime prestazioni e inoltre non sarà fatta a numero chiuso... Insomma l'Alfa Romeo 8C sarà una sportiva vera mentre la Maserati Coupé sarà una granturismo Non riesco proprio a vedere perché dovrebbero pestarsi i piedi sono due automobili ben diverse ! ,,,,,,,,,,,,,,
Alfa Romeo 4C,https://forum.quattroruote.it/threads/alfa-romeo-4c.74909/page-132,2014-07-30 00:00:00,francescovir,,non mi e' ancora arrivata . l'unica cosa che alcuni giorni fa al mio concessionario sono arrivati porta documenti e portachiavi con il mio nome ed il numero ditelaio ma dell'auto nessuna notizia nll'oscurita' piu' asoluta. cordiali saluti. ,,,,,,,,,,,,,,
Ciao!,https://www.bmwpassion.com/forum/threads/ciao.333000/,2005-01-31 00:00:00,Mauretto,,Ciao a tutti mi chiamo Fabri e sono felice di entrare in questa community spero di essere utile agli iscritti e di scoprire tutti i segreti della mia nuova 118i ciaooooo : ) ,,,,,,,,,,,,,,
BMW X5 2013,https://www.autopareri.com/forums/topic/50246-bmw-x5-2013?&page=3#comments,2013-05-29 14:36:33,Beckervdo,,Eccola qua. Violato l'embargo da Auto Motor und Sport Via BMWNews.it ,,,,,,,,,,,,,,
